Address,Area,Frontage,Access Road,House direction,Balcony direction,Floors,Bedrooms,Bathrooms,Legal status,Furniture state,Price
"Ðý?ng Th?i An 16, Phý?ng Th?i An, Qu?n 12, H? Chí Minh",93,,,,,,2,2,,,7.2
"Ph? Thái Hà, Phý?ng Trung Liêòt, Ð?ng Ða, Hà N?i",39,,,,,4,4,3,Have certificate,,7.8
"D? án Flamingo Golden Hill, Ðý?ng Qu?c l? 21A(Qu?c l? 21), Th? tr?n Ba Sao, Kim B?ng, Hà Nam",105,7,54,,,4,4,5,Have certificate,,9
"Ph? Tôn Ð?c Th?ng, Phý?ng HaÌng Bôòt, Ð?ng Ða, Hà N?i",27,3.4,2,,,4,,,Have certificate,,4.78
"Ðý?ng Núi Trúc, Phý?ng GiaÒng VoÞ, Ba Ð?nh, Hà N?i",32,,,,,,,,Have certificate,,7.6
"Ðý?ng Ðông Tr?ch, X? Ng? Hi?p, Thanh Tr?, Hà N?i",45,4.5,3.2,,,2,2,1,Have certificate,Basic,3.3
"Ðý?ng Lái Thiêu 26, Phý?ng Lái Thiêu, Thu?n An, B?nh Dýõng",64.4,3.2,3.5,Tây - Nam,Tây - Nam,3,4,3,Have certificate,Full,3.35
"Ðý?ng Bùi Xýõng Tr?ch, Phý?ng Khýõng Ð?nh, Thanh Xuân, Hà N?i",34,3.2,2,,,3,3,2,,Basic,2.65
"Ðý?ng Kim Giang, Phý?ng Kim Giang, Thanh Xuân, Hà N?i",52,3,,,,5,8,9,Have certificate,Full,8.6
"Ðý?ng Bàu Nãng 1, Phý?ng H?a Minh, Liên Chi?u, Ðà N?ng",90,,,,,3,3,4,,,6.1
"Ðý?ng Tãng B?t H?, Phý?ng 11, B?nh Th?nh, H? Chí Minh",42.6,,,Tây,,3,3,3,Have certificate,Full,6.25
"Ðý?ng Phúc L?i, Phý?ng Phúc L?i, Long Biên, Hà N?i",48,4,,,,3,2,2,Have certificate,Full,2.85
"Ðý?ng Tên L?a, Phý?ng B?nh Tr? Ðông B, B?nh Tân, H? Chí Minh",50,,,,,2,2,2,Have certificate,,4.1
"Ðý?ng Khýõng Trung m?i, Phý?ng Khýõng Trung, Thanh Xuân, Hà N?i",45,,,,,5,5,3,Have certificate,Full,8.6
"Phý?ng Tây M?, Nam T? Liêm, Hà N?i",39,3.8,2.3,Ðông - B?c,Ðông - B?c,4,5,4,Have certificate,Basic,4.55
"Ph? Khýõng H?, Phý?ng Khýõng Ð?nh, Thanh Xuân, Hà N?i",37,,,,,,,,Have certificate,,6.5
"X? H?u B?ng, Ki?n Th?y, H?i Ph?ng",188,,,,,,,,,,1.6
"D? án Lovera Park, Ðý?ng Tr?nh Quang Ngh?, X? Phong Phú, B?nh Chánh, H? Chí Minh",80,,20,,,3,4,5,Have certificate,Full,7
"Ph? Láng H?, Phý?ng Laìng Haò, Ð?ng Ða, Hà N?i",40,4.5,,,,5,4,4,Have certificate,Full,7.2
"Ðý?ng V?nh Vi?n, Phý?ng 9, Qu?n 10, H? Chí Minh",26,,3,,,5,6,4,Have certificate,Full,5.7
"Ðý?ng Lê Ð?nh C?n, Phý?ng Tân T?o, B?nh Tân, H? Chí Minh",65,,,Tây - B?c,Tây - B?c,2,4,2,Have certificate,Full,4.39
"Ðý?ng S? 2, Phý?ng 11, G? V?p, H? Chí Minh",32,3.3,,Tây,Tây,1,2,1,Have certificate,Full,2.8
"X? An Hýng, An Dýõng, H?i Ph?ng",150,4.58,6,Tây - B?c,Tây - B?c,3,3,3,Have certificate,Full,1.78
"Ðý?ng Bùi Minh Tr?c, Phý?ng 6, Qu?n 8, H? Chí Minh",64,,,,,3,4,,Have certificate,Basic,8.8
"Ðý?ng Bùi Huy Bích, Phý?ng Th?nh Li?t, Hoàng Mai, Hà N?i",42,6.9,5,Tây,Tây,6,3,5,Have certificate,,9.8
"Ðý?ng Hýõng l? 2, Phý?ng B?nh Tr? Ðông A, B?nh Tân, H? Chí Minh",68,4,8,,,5,4,5,Have certificate,Full,7.1
"Ðý?ng Láng, Phý?ng Laìng Thýõòng, Ð?ng Ða, Hà N?i",32,4.2,,,,5,3,,Have certificate,Full,6.4
"Ðý?ng Nguy?n Vãn Linh, Phý?ng Th?ch Bàn, Long Biên, Hà N?i",41,,,,,6,,,Have certificate,,6.8
"Ðý?ng H?a B?nh, Phý?ng Hi?p Tân, Tân Phú, H? Chí Minh",84,,6,,,3,4,3,,,9.4
"H?m 343/.. Ðý?ng Nguy?n Tr?ng Tuy?n, Phý?ng 1, Tân B?nh, H? Chí Minh",47,7,6,,,3,6,4,,Basic,6.5
"Ph? Khúc Th?a D?, Phý?ng D?ch V?ng, C?u Gi?y, Hà N?i",42,,,,,5,6,4,Have certificate,,9.5
"D? án Oasis City, Ðý?ng Vành Ðai 4, Phý?ng M? Phý?c, B?n Cát, B?nh Dýõng",73,,,B?c,,2,2,2,Have certificate,,1.45
"D? án Sun Casa Central, X? V?nh Tân, Tân Uyên, B?nh Dýõng",100,,16,,,2,2,3,Have certificate,,2.7
"Ðý?ng Trýõng Ð?nh, Phý?ng Týõng Mai, Hoàng Mai, Hà N?i",55,,30,,,5,4,4,Have certificate,Full,10
"D? án Oasis City, Ðý?ng Vành Ðai 4, Phý?ng M? Phý?c, B?n Cát, B?nh Dýõng",70,,7,,,2,2,2,Have certificate,,1.45
"Ðý?ng Tr?n Khát Chân, Phý?ng Thanh Lýõng, Hai Bà Trýng, Hà N?i",30,,,,,5,3,4,Have certificate,Full,4.6
"Ðý?ng Hýõng l? 2, Phý?ng B?nh Tr? Ðông A, B?nh Tân, H? Chí Minh",68,4,6,,,6,4,5,Have certificate,Full,6.25
"Ðý?ng Tô Hi?u, Phý?ng Hi?p Tân, Tân Phú, H? Chí Minh",82,,12,,,2,3,3,Have certificate,,8.5
"H?m 385, Ðý?ng Lê H?ng Phong, Phý?ng Phú H?a, Th? D?u M?t, B?nh Dýõng",87,,,Tây,,3,4,4,Have certificate,Basic,4.8
"Ðý?ng S? 11, Phý?ng Trý?ng Th?, Th? Ð?c, H? Chí Minh",100,5,5,Tây - Nam,Tây - Nam,3,3,4,Have certificate,Full,7.7
"D? án Khu ðô th? Nam Ð?m V?c, Ðý?ng Ngô Quy?n, Phý?ng Khai Quang, V?nh Yên, V?nh Phúc",114,,,,,,,,,,6.1
"D? án Tân L?p Cienco 5, X? Tân L?p, Ðan Phý?ng, Hà N?i",70,,,,,5,,,,,7.8
"Phý?ng Yên Ngh?a, Hà Ðông, Hà N?i",35,3.7,,,,4,,,Have certificate,Full,3.8
"Ðý?ng Khýõng Trung, Phý?ng Khýõng Trung, Thanh Xuân, Hà N?i",50,3.8,,,,4,4,3,Have certificate,Basic,8.9
"Ng? 79, Ðý?ng Dýõng Qu?ng Hàm, Phý?ng Quan Hoa, C?u Gi?y, Hà N?i",60,,,,,,9,,Have certificate,,9.75
"Ðý?ng H? Vãn Long, Phý?ng Tân T?o A, B?nh Tân, H? Chí Minh",50,,8,Tây,Tây,3,3,4,Have certificate,,4.8
"Ðý?ng M? L?, Phý?ng B?nh Hýng H?a A, B?nh Tân, H? Chí Minh",56.25,4.5,7,Tây - B?c,Tây - B?c,4,5,6,Have certificate,Basic,6.85
"Ðý?ng Lê Vãn Qu?i, Phý?ng B?nh Hýng H?a A, B?nh Tân, H? Chí Minh",95,10,7,Tây - B?c,Tây - B?c,5,6,7,Have certificate,,8.7
"Ng? 79, Ðý?ng C?u Gi?y, Phý?ng Quan Hoa, C?u Gi?y, Hà N?i",42.5,,,,,5,6,4,Have certificate,Full,8.65
"H?m 276, Ðý?ng M? L?, Phý?ng B?nh Tr? Ðông A, B?nh Tân, H? Chí Minh",96,6,6,Ðông,Ðông,4,5,6,Have certificate,,7.2
"Ðý?ng Trýõng Phý?c Phan, Phý?ng B?nh Tr? Ðông, B?nh Tân, H? Chí Minh",56,4,,,,4,5,,,,5.9
"Ðý?ng Thành Thái, Phý?ng 12, Qu?n 10, H? Chí Minh",62,4,,,,3,3,2,Have certificate,,5.58
"Ðý?ng An Dýõng, Phý?ng Yên Ph?, Tây H?, Hà N?i",33,3.5,2,,,5,3,4,Have certificate,Basic,5.1
"Phý?ng 9, Tân B?nh, H? Chí Minh",75,4.6,7,,,2,2,2,Have certificate,,5.48
"Ðý?ng Tây B?u, X? Kim Chung, Ðông Anh, Hà N?i",61,3.9,10,,,2,2,2,Have certificate,Basic,8.15
"Ðý?ng Tr?n Vãn Ðang, Phý?ng 9, Qu?n 3, H? Chí Minh",31,,,,,2,2,2,Have certificate,,4
"Ðý?ng 422B, X? Kim Chung, Hoài Ð?c, Hà N?i",33,,,,,5,5,4,Have certificate,Basic,4.7
"Ðý?ng Ð?c L?p, Phý?ng C? Kh?i, Long Biên, Hà N?i",112,6.5,,,,3,4,4,Have certificate,Full,6.88
"Ph? Thái Hà, Phý?ng Laìng Haò, Ð?ng Ða, Hà N?i",65,4.6,,,,5,9,5,Have certificate,Full,9.9
"Ðý?ng Lê Tr?ng T?n, Phý?ng Tây Th?nh, Tân Phú, H? Chí Minh",90,,,,,4,6,5,,,8.8
"D? án Solar City, Ðý?ng Nguy?n Trung Tr?c, Th? tr?n B?n L?c, B?n L?c, Long An",75,19,19,Nam,Nam,3,4,4,,,2.2
"Ðý?ng Ð?i Cung, Phý?ng 11, Qu?n 11, H? Chí Minh",32,4,,,,3,2,2,Have certificate,Basic,4.9
"D? án Senturia Nam Sài G?n, Ðý?ng Nguy?n Vãn Linh, X? B?nh Hýng, B?nh Chánh, H? Chí Minh",60,,,,,3,4,,Have certificate,,6.2
"Ðý?ng Hu?nh T?n Phát, Th? tr?n Nhà Bè, Nhà Bè, H? Chí Minh",55,4.3,6,,,3,4,4,Have certificate,Full,5.8
"Ðý?ng Th?i An 16, Phý?ng Th?i An, Qu?n 12, H? Chí Minh",55.5,4,5,B?c,,3,4,4,Have certificate,,4.7
"D? án An B?nh City, Ðý?ng Ph?m Vãn Ð?ng, Phý?ng C? Nhu? 1, B?c T? Liêm, Hà N?i",123,6.9,9,,,2,2,,Have certificate,Full,9.6
"Phý?ng Tân Sõn Nh?, Tân Phú, H? Chí Minh",66,4.4,,,,,,,,,7.2
"Ðý?ng Ð?i M?, Phý?ng Ð?i M?, Nam T? Liêm, Hà N?i.",33,5.29,,,,5,3,3,Have certificate,,6.75
"Ðý?ng S? 3, Phý?ng B?nh Hýng H?a, B?nh Tân, H? Chí Minh",139.9,,10,Nam,,1,3,3,Have certificate,Full,8.8
"Ðý?ng G? D?u, Phý?ng Tân Qu?, Tân Phú, H? Chí Minh",74,,5,,,,,,,,6.5
"H?m 703, Ðý?ng Lê Tr?ng T?n, Phý?ng B?nh Hýng H?a, B?nh Tân, H? Chí Minh",56,8,8,,,4,5,5,Have certificate,,6.8
"D? án Senturia Nam Sài G?n, Ðý?ng Nguy?n Vãn Linh, X? B?nh Hýng, B?nh Chánh, H? Chí Minh",56.5,,,,,,4,,Have certificate,,6.1
"42/66, Ðý?ng Trung Hành, Phý?ng Ð?ng Lâm, H?i An, H?i Ph?ng",65,4,,Nam,,4,4,5,Have certificate,,3.85
"Ng? 67, Ðý?ng Nguy?n Vãn C?, Phý?ng Ng?c Lâm, Long Biên, Hà N?i",55,5,,,,5,5,3,Have certificate,Basic,8
"Ðý?ng Di Tr?ch, X? Di Tr?ch, Hoài Ð?c, Hà N?i",40,4,2.3,Ðông,Ðông,4,4,3,Have certificate,Full,4.35
"Ðý?ng S? 1, Phý?ng Hi?p B?nh Phý?c, Th? Ð?c, H? Chí Minh",58,,,,,2,2,1,Have certificate,Basic,3.65
"D? án Waterpoint, Ðý?ng T?nh l? 824, X? An Th?nh, B?n L?c, Long An",90,,,B?c,B?c,2,4,3,Sale contract,,3.85
"D? án Waterpoint, Ðý?ng T?nh l? 824, X? An Th?nh, B?n L?c, Long An",90,6,16,Nam,Nam,3,4,3,Sale contract,,4.7
"Ph? Hào Nam, Phý?ng HaÌng Bôòt, Ð?ng Ða, Hà N?i",29,,,,,4,3,3,Have certificate,Basic,4.4
"Phý?ng Trung M? Tây, Qu?n 12, H? Chí Minh",53,4,,,,4,,,Have certificate,Full,5.6
"Ðý?ng Do Nha, Phý?ng Tây M?, Nam T? Liêm, Hà N?i.",30,6.3,4,Ðông,Ðông,5,3,4,,Basic,4.5
"Phý?ng Phýõng Mai, Ð?ng Ða, Hà N?i",40,5,,,,5,3,4,Have certificate,,7.5
"Ðý?ng Khýõng Ð?nh, Phý?ng Khýõng Ð?nh, Thanh Xuân, Hà N?i",33,,,,,4,4,,Have certificate,,6.15
"Ðý?ng An Phú 37, Phý?ng An Phú, Thu?n An, B?nh Dýõng",100,,,,,2,,,,,3
"Ðý?ng Ð?nh Công, Phý?ng Ð?nh Công, Hoàng Mai, Hà N?i",66,4.4,6,,,4,5,3,Have certificate,Full,8.5
"Ðý?ng Lê Ð?c Th?, Phý?ng 16, G? V?p, H? Chí Minh",52,,,,,2,3,2,Have certificate,Full,4.6
"Ðý?ng Ng?c Th?y, Phý?ng Ng?c Th?y, Long Biên, Hà N?i",42,3,3,,,5,,,Have certificate,,5.3
"Phý?ng Trung M? Tây, Qu?n 12, H? Chí Minh",53,4,,,,2,,,Have certificate,Full,4.2
"Phý?ng Phú Thu?n, Qu?n 7, H? Chí Minh",103,6,3,,,3,8,8,Have certificate,Basic,5.5
"Ðý?ng Phan Huy Ích, Phý?ng 15, Tân B?nh, H? Chí Minh",64,,,,,4,4,5,,Full,7.35
"Ðý?ng  Tr?n Xuân So?n, Phý?ng Tân Hýng, Qu?n 7, H? Chí Minh",81,,5,,,3,4,5,Have certificate,,6.6
"Ðý?ng Ð?nh Công Thý?ng, Phý?ng Ð?nh Công, Hoàng Mai, Hà N?i",48,,30,,,4,4,3,Have certificate,Full,8
"Ðý?ng L?c Long Quân, Phý?ng Xuân La, Tây H?, Hà N?i",40.2,,,,,4,,,Have certificate,,7.6
"Phý?ng Ô Chõò DýÌa, Ð?ng Ða, Hà N?i",35,,,,,4,4,3,Have certificate,Full,6.15
"Ðý?ng Cao Th?ng, Phý?ng 12, Qu?n 10, H? Chí Minh",44,,,,,5,4,5,Have certificate,Full,9.5
"Phý?ng Kim M?, Ba Ð?nh, Hà N?i",30,,,,,5,3,,Have certificate,,5.3
"Ðý?ng Ph?m Vãn Chiêu, Phý?ng 14, G? V?p, H? Chí Minh",53.4,4,4,Ðông - B?c,Ðông - B?c,1,3,2,Have certificate,Basic,4.55
"X? Di Tr?ch, Hoài Ð?c, Hà N?i",43,4.43,,Tây,Tây,5,4,4,Have certificate,Full,4.1
"Ðý?ng Xuân Ð?nh, Phý?ng Xuân Ð?nh, B?c T? Liêm, Hà N?i",40,,3,,,6,3,3,Have certificate,Full,6.8
"Ðý?ng Qu?c l? 1A, Phý?ng An L?c, B?nh Tân, H? Chí Minh",78.6,4,8,B?c,B?c,4,4,5,Have certificate,Basic,5.25
"Ðý?ng T? H?u, Phý?ng Ð?i M?, Nam T? Liêm, Hà N?i.",42,,,,,4,4,3,Have certificate,Full,5.6
"Ph? V?n Phúc, Phý?ng V?n Phúc, Hà Ðông, Hà N?i",35,,,,,,,,Have certificate,,10
"Ðý?ng 297, Phý?ng Phý?c Long B, Qu?n 9, H? Chí Minh",134,4.5,5,,,,,,Have certificate,Basic,7
"Phý?ng Phýõng Liên, Ð?ng Ða, Hà N?i",25,5.9,,,,4,2,3,Have certificate,Full,3.45
"X? Ðông H?i, Ðông Anh, Hà N?i",47,3.1,7,Nam,Nam,4,4,3,Have certificate,,5.6
"Ðý?ng Lê Th? Thôi, Phý?ng 2, Tân An, Long An",54,,,,,2,2,2,Have certificate,,1.65
"Phý?ng HaÌng Bôòt, Ð?ng Ða, Hà N?i",40,,,,,5,8,,Have certificate,Full,7.4
"Ðý?ng Nguy?n Tr?i, Phý?ng Thanh Xuân B?c, Thanh Xuân, Hà N?i",43,,,,,5,5,5,Have certificate,Full,5.85
"Ðý?ng M? Tr? Thý?ng, Phý?ng M? Tr?, Nam T? Liêm, Hà N?i.",35,4,4,,,5,3,4,Have certificate,Full,5.6
"Ðý?ng Th?nh L?c 26, Phý?ng Th?nh L?c, Qu?n 12, H? Chí Minh",50.2,4.5,8,Ðông - B?c,Tây - B?c,4,6,6,Have certificate,Full,6.3
"Ðý?ng Ph?m Vãn Chiêu, Phý?ng 14, G? V?p, H? Chí Minh",47.8,4,4,Ðông - B?c,Ðông - B?c,4,4,4,Have certificate,Basic,5.5
"Ðý?ng Phan Huy Ích, Phý?ng 15, Tân B?nh, H? Chí Minh",64,4,5,,,5,4,6,Have certificate,,8.5
"D? án Khu nhà ? x? Tân L?p - Cienco 5, Huy?n Ðan Phý?ng, Hà N?i",75,,13,,,4,,,Have certificate,,8.5
"Ng? 26, Ðý?ng C?u Di?n, Phý?ng Phú Di?n, B?c T? Liêm, Hà N?i",45,,,,,4,5,3,Have certificate,,7.85
"Ng? 73, Ðý?ng Nguy?n Tr?i, Phý?ng Thý?ng Ð?nh, Thanh Xuân, Hà N?i",56,,,,,4,4,3,Have certificate,Full,8.44
"Ðý?ng Âu Cõ, Phý?ng T? Liên, Tây H?, Hà N?i",55,5.8,2,,,6,,,Have certificate,,10
"Phý?ng Tân Ðông Hi?p, D? An, B?nh Dýõng",126,5,7,,,1,2,2,Have certificate,Full,4.4
"Ðý?ng 70, Phý?ng Ð?i M?, Nam T? Liêm, Hà N?i.",45,3.1,2.5,Ðông,Ðông,4,5,3,Have certificate,Basic,4.75
"Phý?ng Vãn Quán, Hà Ðông, Hà N?i",15,7.5,,,,,,,Have certificate,,3.65
"Ðý?ng Ð?i M?, Phý?ng Ð?i M?, Nam T? Liêm, Hà N?i",31,3.4,2.5,Nam,Nam,5,3,4,Have certificate,Basic,4.8
"Ðý?ng Yên Ph?, Phý?ng Yên Ph?, Tây H?, Hà N?i",31,5,2,,,5,3,3,,,7.2
"Ðý?ng Nguy?n Vãn Linh, Phý?ng Th?ch Bàn, Long Biên, Hà N?i",39,4.5,3,Ðông,Ðông,5,3,4,Have certificate,Basic,4.6
"S? 33 h?m 48/41/6, Ðý?ng Ngô Gia T?, Phý?ng Vi?t Hýng, Long Biên, Hà N?i",86.2,3.2,2,Tây - Nam,,4,7,7,Have certificate,Full,10.89
"Ng? 61, Ph? L?c Trung, Phý?ng ViÞnh Tuy, Hai Bà Trýng, Hà N?i",32,,,,,4,3,,Have certificate,Full,5.8
"D? án Phú H?ng Th?nh 8, Ðý?ng ÐT 743, Phý?ng B?nh Chu?n, Thu?n An, B?nh Dýõng",60,,,,,3,4,4,Have certificate,,3.8
"Phý?ng Tân Qu?, Tân Phú, H? Chí Minh",90,,,,,2,3,3,Have certificate,,6.8
"Ðý?ng Trýõng Ð?nh, Phý?ng Trýõng Ð?nh, Hai Bà Trýng, Hà N?i",38,,,,,4,4,,Have certificate,Full,5.98
"Ðý?ng S? 7, Phý?ng Long Trý?ng, Qu?n 9, H? Chí Minh",68,5.7,5,Tây - Nam,Tây - Nam,2,3,2,Have certificate,Basic,3.5
"Ðý?ng Ðoàn Th? Kia, Phý?ng Tân Ðông Hi?p, D? An, B?nh Dýõng",48,4.5,5,Tây - Nam,Tây - Nam,2,3,2,,Full,1.64
"Ðý?ng T? Thanh Oai, X? T? Thanh Oai, Thanh Tr?, Hà N?i",37,,,,,4,,,,,4.5
"Ðý?ng Tân An, Phý?ng Tân Ðông Hi?p, D? An, B?nh Dýõng",62.4,,3,,,1,2,1,Have certificate,,2.2
"Ðý?ng Nguy?n Du, Phý?ng B?nh H?a, Thu?n An, B?nh Dýõng",150,5,,,,,,,Have certificate,,4.5
"Ðý?ng ÐT 743C, Phý?ng Tân Ðông Hi?p, D? An, B?nh Dýõng",73,,,,,2,3,2,Have certificate,,3.25
"H?m 140, Ðý?ng Lê Ð?c Th?, Phý?ng 6, G? V?p, H? Chí Minh",100,,,,,,,,,,9
"Ðý?ng 2, Phý?ng An B?nh, D? An, B?nh Dýõng",64,,,,,3,4,5,Have certificate,Basic,6
"Ðý?ng Qu?c l? 1K, Phý?ng B?nh An, D? An, B?nh Dýõng",60,,,,,4,4,6,Have certificate,Full,5.5
"D? án Khu ðô th? ID Junction, Th? tr?n Long Thành, Long Thành, Ð?ng Nai",105,7,12,,,2,3,3,Sale contract,,5.55
"Ðý?ng S? 2, Phý?ng D? An, D? An, B?nh Dýõng",70,4,10,Ðông - Nam,Ðông - Nam,2,3,2,Have certificate,,3.99
"Ðý?ng 835, X? M? L?c, C?n Giu?c, Long An",109,,,,,1,2,1,Have certificate,,1.07
"Ðý?ng Thiên H? Dýõng, Phý?ng 1, G? V?p, H? Chí Minh",60,,,,,3,4,3,Have certificate,Full,6.85
"Ðý?ng Býng Ông Thoàn, Phý?ng Tãng Nhõn Phú B, Qu?n 9, H? Chí Minh",95,5,4.5,,,2,5,3,,,5.8
"Phý?ng Tân Phú, Qu?n 7, H? Chí Minh",60,4,6,Nam,Nam,4,4,4,,Full,9.5
"Ðý?ng Tây M?, Phý?ng Tây M?, Nam T? Liêm, Hà N?i.",32,4.15,2,Tây - B?c,Tây - B?c,5,3,4,Have certificate,Basic,3.85
"Ðý?ng Ðông Th?nh 2-3, X?  Ðông Th?nh, Hóc Môn, H? Chí Minh",148,6,10,,,,2,3,,,5.65
"Ðý?ng  Tr?n Xuân So?n, Phý?ng Tân Hýng, Qu?n 7, H? Chí Minh",13,2.5,3,,,2,1,1,Have certificate,,1.65
"Ðý?ng Nguyên H?ng, Phý?ng 1, G? V?p, H? Chí Minh",46.6,,,,,4,6,4,Have certificate,Full,7.25
"Ðý?ng An Phú Ðông 1, Phý?ng An Phú Ðông, Qu?n 12, H? Chí Minh",57,4,20,Tây - B?c,,3,3,3,Have certificate,,6.6
"D? án SaPa City Clouds , Ðý?ng Ði?n Biên Ph?, Phý?ng Phan Si Pãng, Sa Pa, Lào Cai",100,,,Ðông - B?c,,4,,,Have certificate,Basic,5.5
"Ðý?ng B? Ð?, Phý?ng B? Ð?, Long Biên, Hà N?i",37,3,,,,6,3,5,Have certificate,Full,8.3
"Ðý?ng Bát Kh?i, Phý?ng C? Kh?i, Long Biên, Hà N?i",36,3.7,4,,,6,3,4,Have certificate,Basic,6.5
"Ðý?ng V?nh Hýng, Phý?ng V?nh Hýng, Hoàng Mai, Hà N?i",30,3.7,3,Tây - Nam,,5,3,4,Have certificate,Full,4.86
"Ðý?ng ?p 6, X?  Ðông Th?nh, Hóc Môn, H? Chí Minh",42,5,4,,,,3,2,Have certificate,,2.68
"Phý?ng Th?nh Xuân, Qu?n 12, H? Chí Minh",68,,10,,,4,4,,,,5.6
"Ðý?ng 17, Phý?ng An L?c, B?nh Tân, H? Chí Minh",60,4,6,,,3,3,4,Have certificate,Full,6.5
"D? án Sapphire Gem H?i Ph?ng, X?  Th?y Ðý?ng, Th?y Nguyên, H?i Ph?ng",165,7,15,Nam,Nam,3,4,4,,,7.3
"Phý?ng D?ch V?ng, C?u Gi?y, Hà N?i",37,,,,,5,6,,Have certificate,Basic,6
"H?m 882, Ðý?ng V? Vãn Ki?t, Phý?ng 5, Qu?n 5, H? Chí Minh",21,3.2,,Tây - B?c,,2,2,3,Have certificate,,4.6
"Ðý?ng Chính H?u, Phý?ng  An H?i B?c, Sõn Trà, Ðà N?ng",60,5,10.5,,,2,2,2,Have certificate,Full,6.7
"Ðý?ng Th? Khoa Huân, Phý?ng An H?i Ðông, Sõn Trà, Ðà N?ng",90,3.7,7,,,2,4,4,Have certificate,Full,6.8
"Ðý?ng Núi Trúc, Phý?ng GiaÒng VoÞ, Ba Ð?nh, Hà N?i",30,3,,,,5,3,3,Have certificate,Full,7.98
"Ðý?ng Nguy?n Bi?u, Phý?ng V?nh H?i, Nha Trang, Khánh H?a",73,3.2,2.5,Nam,,3,3,2,Have certificate,Basic,4.05
"H?m 350, Ðý?ng Nguy?n Vãn Lý?ng, Phý?ng 10, G? V?p, H? Chí Minh",90,5,6,,,2,4,,Have certificate,,7.9
"Ðý?ng Hoa Ðào, Phý?ng 2, Phú Nhu?n, H? Chí Minh",127.5,,,,,4,3,4,Have certificate,Basic,9.6
"Ng? 205, Ðý?ng Xuân Ð?nh, Phý?ng Xuân Ð?nh, B?c T? Liêm, Hà N?i",36,3.6,2.5,Ðông - B?c,Ðông - B?c,5,3,4,,,5.7
"Ðý?ng Quang Ti?n, Phý?ng Ð?i M?, Nam T? Liêm, Hà N?i",32,4.8,3,Tây - B?c,Tây - B?c,5,3,4,Have certificate,Basic,5.25
"Ng? 35, Ðý?ng V? Ð?nh T?ng, Phý?ng Th?ch Bàn, Qu?n Long Biên, Hà N?i",44.5,3.6,4,Ðông - B?c,Nam,2,1,1,Have certificate,,4.45
"Ðý?ng Tr?n Phú, Phý?ng Vãn Quán, Hà Ðông, Hà N?i",35,3.6,,,,5,3,4,Have certificate,Full,5.6
"Ðý?ng Miêu Nha, Phý?ng Tây M?, Nam T? Liêm, Hà N?i.",30,6.3,4.5,Ðông,Ðông,5,3,5,Have certificate,Basic,4.5
"Ðý?ng Lê Th? Tính, Phý?ng An Khê, Thanh Khê, Ðà N?ng",98,5,2.5,Ðông - Nam,Ðông - Nam,1,2,1,Have certificate,,2.75
"Ðý?ng Th? L?, Phý?ng  An H?i B?c, Sõn Trà, Ðà N?ng",132.6,,,Ðông - Nam,,2,3,2,Have certificate,Basic,8
"Ðý?ng Ngô Quy?n, Phý?ng Mân Thái, Sõn Trà, Ðà N?ng",72,4.05,3,Tây - Nam,Tây - Nam,1,4,2,Have certificate,Basic,2.65
"Ðý?ng Bùi Ð?nh Túy, Phý?ng 24, B?nh Th?nh, H? Chí Minh",57,,,,,5,4,4,Have certificate,,8.19
"Ðý?ng Hoàng Di?u, Phý?ng B?nh Hiên, H?i Châu, Ðà N?ng",101.6,9.4,2.5,Ðông,Ðông,2,3,2,Have certificate,Full,4.75
"Ðý?ng Trung Kiên, Phý?ng Minh Khai, B?c T? Liêm, Hà N?i",37,4.68,10,,,5,3,,Have certificate,Full,6.8
"Phý?ng Tãng Nhõn Phú A, Qu?n 9, H? Chí Minh",60,5,5,,,3,3,3,Have certificate,Full,4.65
"Ðý?ng Ð?i M?, Phý?ng Ð?i M?, Nam T? Liêm, Hà N?i.",32,4.8,2.5,Tây - B?c,Tây - B?c,5,3,4,Have certificate,Basic,5.25
"Ðý?ng Trýõng Vãn Bang, Phý?ng B?nh Trýng Tây, Qu?n 2, H? Chí Minh",58.8,4.2,,,,5,,,Have certificate,,5.2
"Ðý?ng 422B, X? Vân Canh, Hoài Ð?c, Hà N?i",30,4.76,2,Tây,Tây,5,3,4,Have certificate,Full,4.4
"Ðý?ng Tôn Ð?n, Phý?ng H?a Phát, C?m L?, Ðà N?ng",106,,7.5,,,3,4,4,Have certificate,Full,4.7
"Ðý?ng Th?y Khuê, Phý?ng Th?y Khuê, Tây H?, Hà N?i",25,3,,,,4,2,2,Have certificate,Full,6.3
"140/98 Ðý?ng Vý?n Lài, Phý?ng An Phú Ðông, Qu?n 12, H? Chí Minh",59,5,6,Ðông - B?c,,4,,,Have certificate,,4.5
"Ðý?ng Hu?nh T?n Phát, Phý?ng Phú Thu?n, Qu?n 7, H? Chí Minh",51.25,4.1,3,B?c,,3,3,3,Have certificate,Basic,5
"Ðý?ng Bùi Tr?ng Ngh?a, Phý?ng Tr?ng Dài, Biên H?a, Ð?ng Nai",88,4,6,Nam,Nam,1,3,2,Have certificate,Basic,3.5
"Ðý?ng S? 6, Phý?ng Linh Xuân, Th? Ð?c, H? Chí Minh",65.5,3.3,,Tây - B?c,,,5,1,Have certificate,,3.5
"Ðý?ng Nõ Trang Long, Phý?ng 13, B?nh Th?nh, H? Chí Minh",62,,,,,4,,,,,8.5
